sep=,
AFV[Project Number],AFV[Project Name],AFV[Client],AFV[Probability],AFV[Business],AFV[Discipline],AFV[Business Code],AFV[Discipline Code],AFV[Next Sequence Number],AFV[Work Order Name],AFV[Work Order Type],AFV[Internal/External],AFV[Original Scope / Change],AFV[Start Date],AFV[End Date],AFV[InoEngineering AFV Revenue],AFV[InoSurveying AFV Revenue],AFV[Project Key],AFV[Work Order Title],AFV[Initial Value],AFV[Order Value],AFV[Cumulative Value],AFV[Value to Complete],AFV[Cost to Date],AFV[Manual Cost Adjustment],AFV[Anticipated Final Cost (EV)],AFV[Forecast Profit],AFV[Profit Margin],AFV[Link]
240027,Wembley Dilapidation Survey,Regal London,1,InoEngineering,Civils & Geotech,1,2,1,240027 - High Road Wembley - Dilapidation SurveyDesign Report,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveyDesign Report,7575,7575,7575,0,334.8474233,0,334.8474233,7240.152577,0.9557957196906064,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoEngineering,Engineering Project Management,1,0,1,240027 - High Road Wembley - Dilapidation SurveyProject Management,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveyProject Management,2000,2000,2000,0,243.5253988,0,243.5253988,1756.474601,0.8782373006023071,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240027,Wembley Dilapidation Survey,Regal London,1,InoEngineering,Engineering Management,1,1,1,240027 - High Road Wembley - Dilapidation SurveyDesign Management,Fixed Fee,Internal,Original Scope,10/09/2025,31/12/2025,0,0,240027,240027 - High Road Wembley - Dilapidation SurveyDesign Management,4941,4941,4941,0,487.0507976,0,487.0507976,4453.949202,0.9014266752497931,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240027 Regal London - High Road Wembley - Dilapidation Survey/02_Commercial/00_AFV/240027_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,1,InoEngineering,Engineering Project Management,1,0,1,240098 - CRSA Drainage CP7 Yr2Project Management,Fixed Fee,Internal,Original Scope,28/10/2025,31/12/2025,0,0,240098,Project_Management,,0,0,0,5339.750671,0,5339.750671,-5339.750671,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,1,InoEngineering,Miscellaneous,1,3,1,240098 - CRSA Drainage CP7 Yr2n/a,Fixed Fee,Internal,Original Scope,28/10/2025,31/12/2025,0,0,240098,n/a,,0,0,0,15426.02484,0,15426.02484,-15426.02484,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,1,InoEngineering,Civils & Geotech,1,2,1,240098 - CRSA Drainage CP7 Yr2Design Alignment,Fixed Fee,Internal,Original Scope,28/10/2025,31/12/2025,0,0,240098,Design_Alignment,,0,0,0,2318.271361,0,2318.271361,-2318.271361,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
240159,Landport Viaduct,Sonic Rail,1,InoEngineering,Engineering Project Management,1,0,1,240159 - Landport Viaduct (Portsmouth)Design Management,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,240159,Design_Management,3000,3000,3000,0,17461.62698,0,17461.62698,-14461.62698,-4.8205423265344205,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/02_Commercial/00_AFV/240159_Project_Dashboard.xlsx
240159,Landport Viaduct,Sonic Rail,1,InoEngineering,Track,1,3,1,240159 - Landport Viaduct (Portsmouth)Design Drawing,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,240159,Design_Drawing,6698.25,6698.25,6698.25,0,12781.40587,0,12781.40587,-6083.155874,-0.9081709214057682,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/02_Commercial/00_AFV/240159_Project_Dashboard.xlsx
240159,Landport Viaduct,Sonic Rail,1,InoEngineering,Civils & Geotech,1,2,1,240159 - Landport Viaduct (Portsmouth)Design Alignment,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,240159,Design_Alignment,3850.54,3850.54,3850.54,0,4950.872967,0,4950.872967,-1100.332967,-0.2857606899590689,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/02_Commercial/00_AFV/240159_Project_Dashboard.xlsx
240198,WOC AP2 - RRAP Compound,Network Rail,1,InoEngineering,Civils & Geotech,1,2,1,P-240198 - WOC SP2 - RRAP CompoundDesign Check,Fixed Fee,Internal,Original Scope,30/10/2025,31/12/2025,0,0,240198,Design_Check,16618.75,16618.75,16618.75,0,411.5223937,0,411.5223937,16207.22761,0.9752374640870024,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240198 Network Rail - WOC AP2 - RRAP Compound/02_Commercial/00_AFV/240198_Project_Dashboard.xlsx
240247,Shap Bridge,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,240247-10001-Project_Management_&_CRE,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,0,0,240247,Project_Management_&_CRE,937.55,937.55,937.55,0,193.657597,0,193.657597,743.892403,0.7934429128715943,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240247 AMCO - Shap Bridge 129 Barrier/02_Commercial/00_AFV/240247_Project_Dashboard.xlsx
240248,Edale Farm Access Track,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,P-240248 - Edale Farm Access PathProject Management,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240248,Project_Management,598.97,598.97,598.97,0,78.9470664,0,78.9470664,520.0229336,0.8681952912493633,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240248 AMCO - Edale Farm Access Track/02_Commercial/00_AFV/240248_Project_Dashboard.xlsx
240248,Edale Farm Access Track,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,P-240248 - Edale Farm Access Pathdesign,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240248,Path_Design,2182.49,2182.49,2182.49,0,48.41439926,0,48.41439926,2134.075601,0.9778168975531119,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240248 AMCO - Edale Farm Access Track/02_Commercial/00_AFV/240248_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoEngineering,Track,1,3,1,240252 - Pirbright 438 RegaugingDesign Drawing,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,Design_Drawing,1850.1,1850.1,1850.1,0,1434.151417,0,1434.151417,415.9485827,0.22482491900741705,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240252,Pirbright 438 Regauging,Sonic Rail,1,InoEngineering,Engineering Management,1,1,1,240252 - Pirbright 438 RegaugingDesign Management,Fixed Fee,Internal,Original Scope,22/07/2025,31/12/2025,0,0,240252,Design_Management,410.78,410.78,410.78,0,2191.728589,0,2191.728589,-1780.948589,-4.335528967229357,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240252 Sonic Rail - Pirbright 438 Regauging/02_Commercial/00_AFV/240252_Project_Dashboard.xlsx
240279,NWC D1 NW-MND0440 Accrington Rd Monitoring,AMCO,1,InoSurveying,Travel,,,1,240279 - NWC D1 NW-MND0440 Accrington Rd MonitoringSurvey Travel,Fixed Fee,Internal,Original Scope,22/05/2025,31/12/2025,0,0,240279,240279 - NWC D1 NW-MND0440 Accrington Rd MonitoringSurvey Travel,1000,1000,1000,0,1001.849698,0,1001.849698,-1.849697855,-0.0018496978552481095,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240279 AMCO - NWC D1 NW-MND0440 Accrington Rd Monitoring/02_Commercial/00_AFV/240279_Project_Dashboard.xlsx
240284,Rugby Water Tower,Network Rail,1,InoEngineering,Engineering Project Management,1,0,1,240284 - Rugby Water TowerProject Management,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240284,Project_Management,481.11,481.11,481.11,0,273.2393724,0,273.2393724,207.8706276,0.43206465798800825,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240284 Network Rail - Rugby Water Tower/02_Commercial/00_AFV/240284_Project_Dashboard.xlsx
240284,Rugby Water Tower,Network Rail,1,InoEngineering,Civils & Geotech,1,2,1,240284 - Rugby Water TowerDesign Check,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240284,Design_Check,722.91,722.91,722.91,0,217.8647967,0,217.8647967,505.0452033,0.6986280495955356,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240284 Network Rail - Rugby Water Tower/02_Commercial/00_AFV/240284_Project_Dashboard.xlsx
240298,MND0125-AMC Charnock Footbridge,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,240298 - MND0125-AMC Charnock FootbridgeProject Management,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240298,Project_Management,918.73,918.73,918.73,0,145.2431978,0,145.2431978,773.4868022,0.8419087242411509,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240298 AMCO - MND0125-AMC Charnock Footbridge/02_Commercial/00_AFV/240298_Project_Dashboard.xlsx
240298,MND0125-AMC Charnock Footbridge,AMCO,1,InoEngineering,Miscellaneous,1,3,1,240298 - MND0125-AMC Charnock Footbridgen/a,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240298,n/a,2000,2000,2000,0,1423.848501,0,1423.848501,576.1514986,0.2880757493150197,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240298 AMCO - MND0125-AMC Charnock Footbridge/02_Commercial/00_AFV/240298_Project_Dashboard.xlsx
240298,MND0125-AMC Charnock Footbridge,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,240298 - MND0125-AMC Charnock Footbridgedesign,Fixed Fee,Internal,Original Scope,06/08/2025,31/12/2025,0,0,240298,Design,2195.68,2195.68,2195.68,0,821.8982209,0,821.8982209,1373.781779,0.6256748611207332,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240298 AMCO - MND0125-AMC Charnock Footbridge/02_Commercial/00_AFV/240298_Project_Dashboard.xlsx
240344,Runcorn Picow Farm Bridge Report,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,240344 - Runcorn Picow Farm Bridge ParapetDesign Check,Fixed Fee,Internal,Original Scope,11/06/2025,31/12/2025,0,0,240344,Design_Check,167.71,167.71,167.71,0,60.51799907,0,60.51799907,107.1920009,0.6391509207910293,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240344 AMCO - Runcorn Picow Farm Bridge Parapet/02_Commercial/00_AFV/240344_Project_Dashboard.xlsx
240355,Dunhampstead Level Crossing,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,P-240355 - Dunhampstead Level CrossingMeetings,Fixed Fee,Internal,Original Scope,04/09/2025,31/12/2025,0,0,240355,Meetings,426.28,426.28,426.28,0,548.3520125,0,548.3520125,-122.0720125,-0.286365798334491,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240355-AMCO-Dunhampstead Level Crossing/02_Commercial/00_AFV/240355_Project_Dashboard.xlsx
240355,Dunhampstead Level Crossing,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,P-240355 - Dunhampstead Level CrossingDesign Alignment,Fixed Fee,Internal,Original Scope,04/09/2025,31/12/2025,0,0,240355,Design_Alignment,2638.77,2638.77,2638.77,0,337.4473923,0,337.4473923,2301.322608,0.8721194373453071,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240355-AMCO-Dunhampstead Level Crossing/02_Commercial/00_AFV/240355_Project_Dashboard.xlsx
240355,Dunhampstead Level Crossing,AMCO,1,InoEngineering,Miscellaneous,1,3,1,P-240355 - Dunhampstead Level Crossingn/a,Fixed Fee,Internal,Original Scope,04/09/2025,31/12/2025,0,0,240355,n/a,115.5,115.5,115.5,0,1943.053282,0,1943.053282,-1827.553282,-15.82297213806696,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240355-AMCO-Dunhampstead Level Crossing/02_Commercial/00_AFV/240355_Project_Dashboard.xlsx
240359,Polesworth,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,P-240359 - Polesworth Emergency Survey & MonitoringDesign Check,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,240359,P-240359 - Polesworth Emergency Survey & MonitoringDesign Check,4960.61,4960.61,4960.61,0,365.2880982,0,365.2880982,4595.321902,0.926362262263496,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240359 AMCO - Polesworth Emergency Survey & Monitoring/02_Commercial/00_AFV/240359_Project_Dashboard.xlsx
250013,River Sheaf,Story,1,InoEngineering,Track,1,3,1,250013-Story-13001-Track_Condition_Survey,Fixed Fee,Internal,Original Scope,20/10/2025,31/12/2025,0,0,250013,Track_Condition_Survey,2260.23,2260.23,2260.23,0,1735.67042,0,1735.67042,524.5595798,0.2320823897714194,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250013 Story - TJC136 River Sheaf Topo Survey/02_Commercial/00_AFV/250013_Project_Dashboard.xlsx
250021,Inspection Walton Jct Stn Footbridge,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,250021-Inspection_Walton_Jct_Stn_FootbridgeSurvey Site Work,Fixed Fee,Internal,Original Scope,18/06/2025,31/12/2025,0,0,250021,250021-Inspection_Walton_Jct_Stn_FootbridgeSurvey Site Work,1645.22,1645.22,1645.22,0,,0,,,,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250021 AMCO - Inspection Walton Jct Stn Footbridge/02_Commercial/00_AFV/250021_Project_Dashboard.xlsx
250087,AME Station As Builts,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,250087 - AMW Station As BuiltsDesign Check,Fixed Fee,Internal,Original Scope,18/06/2025,31/12/2025,0,0,250087,Design_Checks,1110.06,1110.06,1110.06,0,145.2431978,0,145.2431978,964.8168022,0.8691573448480915,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250087 AMCO - AMW Station As Builts/02_Commercial/00_AFV/250087_Project_Dashboard.xlsx
250087,AME Station As Builts,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,250087 - AMW Station As BuiltsProject Management,Fixed Fee,Internal,Original Scope,18/06/2025,31/12/2025,0,0,250087,Project_Management,402.77,402.77,402.77,0,96.82879852,0,96.82879852,305.9412015,0.7595928234013993,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250087 AMCO - AMW Station As Builts/02_Commercial/00_AFV/250087_Project_Dashboard.xlsx
250116,Meaford Level Crossing,AMCO,1,InoEngineering,Track,1,3,1,250116-AMCO-13001-Track,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,250116,Track,5892.11,5892.11,5892.11,0,746.9464375,0,746.9464375,5145.163563,0.8732293800597197,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250116 AMCO - Meaford Level Crossing/02_Commercial/00_AFV/250116_Project_Dashboard.xlsx
250118,Church Lane Level Crossing,AMCO,1,InoEngineering,Track,1,3,1,250118-AMCO-13001-Track,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,250118,Track,6437.06,6437.06,6437.06,0,594.7430632,0,594.7430632,5842.316937,0.9076064129883505,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250118 AMCO - Church Lane Level Crossing/02_Commercial/00_AFV/250118_Project_Dashboard.xlsx
250118,Church Lane Level Crossing,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,250118-AMCO-12001-Civils,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,250118,Civils,1638.13,1638.13,1638.13,0,777.8142708,0,777.8142708,860.3157292,0.5251815968044549,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250118 AMCO - Church Lane Level Crossing/02_Commercial/00_AFV/250118_Project_Dashboard.xlsx
240102,Oakhampton,Octavius,1,InoSurveying,Processing,2,1,1,240102 - OkehamptonSurvey Processing,Fixed Fee,External,Original Scope,03/06/2025,31/12/2025,0,0,240102,240102 - OkehamptonSurvey Processing,4000,4000,4000,0,5964.969022,0,5964.969022,-1964.969022,-0.491242255558155,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240102 Octavius - Okehampton/02_Commercial/00_AFV/240102_Project_Dashboard.xlsx
240102,Oakhampton,Octavius,1,InoSurveying,Travel,2,7,1,240102 - OkehamptonSurvey Travel,Fixed Fee,External,Original Scope,03/06/2025,31/12/2025,0,0,240102,240102 - OkehamptonSurvey Travel,6000,6000,6000,0,5498.999384,0,5498.999384,501.0006156,0.08350010259836547,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240102 Octavius - Okehampton/02_Commercial/00_AFV/240102_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Sub-contract,2,2,1,240207-AMEY-22001-Ganymede,Fixed Fee,External,Change,30/10/2025,31/12/2025,0,0,240207,Ganymede,3000,3000,3000,0,1000,0,1000,2000,0.6666666666666666,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Miscellaneous,2,3,1,240207-AMEY-23001-Korec_Software,Fixed Fee,External,Change,30/10/2025,31/12/2025,0,0,240207,Korec_Software,2481.56,2481.56,2481.56,0,8695.86,0,8695.86,-6214.3,-2.504190912168153,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
250100,Manchester Airport Utility,Systra,1,InoSurveying,Processing,2,1,1,250100-Systra-21001-Buried_Service_Fusion_Plan,Fixed Fee,External,Original Scope,29/08/2025,31/12/2025,0,0,250100,Buried_Service_Fusion_Plan,750,750,750,0,641.45,0,641.45,108.55,0.14473333333333327,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250100 Systra - Manchester Airport Utility/02_Commercial/00_AFV/250100_Project_Dashboard.xlsx
250194,Par AFA,Octavius,1,InoSurveying,Surveying Sub-con,2,8,1,250194-Octavius-28001-CCTV,Fixed Fee,External,Original Scope,03/09/2025,31/12/2025,0,0,250194,CCTV,7627.5,7627.5,7627.5,0,6750,0,6750,877.5,0.11504424778761062,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250194 Octavius - Par AFA/02_Commercial/00_AFV/250194_Project_Dashboard.xlsx
230030,MEC8078 Marsh Lane Viaduct,AMCO,1,InoSurveying,Surveying Change,2,9,1,230030-AMCO-29001-CRQ001-Contingency_Equipment,Fixed Fee,Internal,Change,20/08/2025,31/12/2025,0,0,230030,CRQ001-Contingency_Equipment,250,250,250,0,10237,0,10237,-9987,-39.948,https://inorail.sharepoint.com/sites/Projects230000/Shared Documents/230030 AMCO - Leeds HUL -54 Span 7/Commercial/00_AFV/230030_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,,2,,1,240207 - TRU West Frameworkn/a,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,,,0,0,0,30974.35118,0,30974.35118,-30974.35118,0,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240335,CP7 Year 2 Plain Line,Atkins,1,InoSurveying,Surveying Change,2,9,1,240335-Atkins-29001-CRQ001-Welham_Gren_Station_Provision_Of_ES,Fixed Fee,Internal,Change,23/10/2025,31/12/2025,0,0,240335,CRQ001-Welham_Gren_Station_Provision_Of_ES,1980,1980,1980,0,272,0,272,1708,0.8626262626262625,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240335 CRSA Year 2 Plain Line Surveys/02_Commercial/00_AFV/240335_Project_Dashboard.xlsx
240359,Polesworth,AMCO,1,InoSurveying,Surveying Change,2,9,1,240359-AMCO-29001-CRQ001-Extended_Monitoring,Fixed Fee,Internal,Change,20/08/2025,31/12/2025,0,0,240359,CRQ001-Extended_Monitoring,61579.36,61579.36,61579.36,0,22416,0,22416,39163.36,0.6359819264117068,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240359 AMCO - Polesworth Emergency Survey & Monitoring/02_Commercial/00_AFV/240359_Project_Dashboard.xlsx
240360,W2B Datum Plating,ReadyPower,1,InoSurveying,Surveying Change,2,9,1,240360-Readypower-29001-CRQ001-Additional_Shifts_MNW_x2+Hire_of_Mephisto,Fixed Fee,Internal,Change,04/08/2025,31/12/2025,0,0,240360,CRQ001-Additional_Shifts_MNW_x2+Hire_of_Mephisto,2762.6,2762.6,2762.6,0,440,0,440,2322.6,0.8407297473394629,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240360 Readypower - W2B Datum Plating/02_Commercial/00_AFV/240360_Project_Dashboard.xlsx
475,Network Rail-WOC Access Point,,1,InoSurveying,Surveying Project Management,2,0,1,P-0475 - WOC Access PointSurvey Travel,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,0,0,475,P-0475 - WOC Access PointSurvey Travel,928,928,928,0,68.57037752,0,68.57037752,859.4296225,0.9261095069802439,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0475-Network Rail-WOC Access Point/Commercial/00_AFV/000475_Project_Dashboard.xlsx
475,Network Rail-WOC Access Point,,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,P-0475 - WOC Access PointSurvey Site Work,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,0,0,475,P-0475 - WOC Access PointSurvey Site Work,2784.5,2784.5,2784.5,0,602.4820433,0,602.4820433,2182.017957,0.7836300796180825,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0475-Network Rail-WOC Access Point/Commercial/00_AFV/000475_Project_Dashboard.xlsx
475,Network Rail-WOC Access Point,,1,InoSurveying,Processing,2,1,1,P-0475 - WOC Access PointSurvey Processing,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,0,0,475,P-0475 - WOC Access PointSurvey Processing,,0,0,0,506.1710885,0,506.1710885,-506.1710885,0,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0475-Network Rail-WOC Access Point/Commercial/00_AFV/000475_Project_Dashboard.xlsx
342,Newcastle Gateshead Crack Monitoring,AMCO,1,InoSurveying,Processing,2,1,1,P-0342-Newcastle Gateshead Crack MonitoringSurvey Processing,Fixed Fee,Internal,Original Scope,03/06/2025,31/12/2025,0,0,342,P-0342-Newcastle Gateshead Crack MonitoringSurvey Processing,1000,1000,1000,0,774.6303881,0,774.6303881,225.3696119,0.22536961185105303,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0342 Newcastle Gateshead Crack Monitoring/Commercial/00_AFV/0342_Project_Dashboard.xlsx
342,Newcastle Gateshead Crack Monitoring,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,342-AMCO-26001-Monitoring_Equipment,Fixed Fee,Internal,Original Scope,03/06/2025,31/12/2025,0,0,342,Monitoring_Equipment,7816.83,7816.83,7816.83,0,260,0,260,7556.83,0.9667384348898467,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0342 Newcastle Gateshead Crack Monitoring/Commercial/00_AFV/0342_Project_Dashboard.xlsx
342,Newcastle Gateshead Crack Monitoring,AMCO,1,InoSurveying,Travel,2,7,1,P-0342-Newcastle Gateshead Crack MonitoringSurvey Travel,Fixed Fee,Internal,Original Scope,03/06/2025,31/12/2025,0,0,342,P-0342-Newcastle Gateshead Crack MonitoringSurvey Travel,2000,2000,2000,0,2133.674342,0,2133.674342,-133.6743419,-0.06683717094176382,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0342 Newcastle Gateshead Crack Monitoring/Commercial/00_AFV/0342_Project_Dashboard.xlsx
342,Newcastle Gateshead Crack Monitoring,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,P-0342-Newcastle Gateshead Crack MonitoringSurvey Site Work,Fixed Fee,Internal,Original Scope,03/06/2025,31/12/2025,0,0,342,P-0342-Newcastle Gateshead Crack MonitoringSurvey Site Work,3027,3027,3027,0,1180.339172,0,1180.339172,1846.660828,0.6100630420027372,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-0342 Newcastle Gateshead Crack Monitoring/Commercial/00_AFV/0342_Project_Dashboard.xlsx
230030,MEC8078 Marsh Lane Viaduct,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,230030 - Leeds HUL -54 Span 7Site Weekend,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,230030,230030 - Leeds HUL -54 Span 7Site Weekend,24779.5,24779.5,24779.5,0,279.4749977,0,279.4749977,24500.025,0.9887215239322811,https://inorail.sharepoint.com/sites/Projects230000/Shared Documents/230030 AMCO - Leeds HUL -54 Span 7/Commercial/00_AFV/230030_Project_Dashboard.xlsx
230030,MEC8078 Marsh Lane Viaduct,AMCO,1,InoSurveying,Travel,2,7,1,230030 - Leeds HUL -54 Span 7Survey Travel,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,230030,230030 - Leeds HUL -54 Span 7Survey Travel,3000,3000,3000,0,2383.024749,0,2383.024749,616.9752508,0.20565841693200157,https://inorail.sharepoint.com/sites/Projects230000/Shared Documents/230030 AMCO - Leeds HUL -54 Span 7/Commercial/00_AFV/230030_Project_Dashboard.xlsx
230030,MEC8078 Marsh Lane Viaduct,AMCO,1,InoSurveying,Processing,2,1,1,230030 - Leeds HUL -54 Span 7Survey Processing,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,230030,230030 - Leeds HUL -54 Span 7Survey Processing,846,846,846,0,274.2815101,0,274.2815101,571.7184899,0.6757901771993677,https://inorail.sharepoint.com/sites/Projects230000/Shared Documents/230030 AMCO - Leeds HUL -54 Span 7/Commercial/00_AFV/230030_Project_Dashboard.xlsx
240025,Victoria North,BAM,1,InoSurveying,Travel,2,7,1,240025 - Victoria North MonitoringSurvey Travel,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,240025,240025 - Victoria North MonitoringSurvey Travel,100,100,100,0,808.1618526,0,808.1618526,-708.1618526,-7.081618525793236,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240025 BAMS - Victoria North Monitoring/02_Commercial/00_AFV/240025_Project_Dashboard.xlsx
240025,Victoria North,BAM,1,InoSurveying,Processing,2,1,1,240025 - Victoria North MonitoringSurvey Processing,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,240025,240025 - Victoria North MonitoringSurvey Processing,3053,3053,3053,0,580.9727911,0,580.9727911,2472.027209,0.8097042937727776,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240025 BAMS - Victoria North Monitoring/02_Commercial/00_AFV/240025_Project_Dashboard.xlsx
